2026-02-19 14:20:11 | INFO     | arxiv-rag.embed_direct | Initializing...
2026-02-19 14:20:40 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:20:40 | INFO     | arxiv-rag.embed_direct | Embedding batch 12/79
2026-02-19 14:20:41 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:20:41 | INFO     | arxiv-rag.embed_direct | Embedding batch 13/79
2026-02-19 14:20:44 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:20:44 | INFO     | arxiv-rag.embed_direct | Embedding batch 14/79
2026-02-19 14:20:45 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:20:45 | INFO     | arxiv-rag.embed_direct | Embedding batch 15/79
2026-02-19 14:20:47 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:20:47 | INFO     | arxiv-rag.embed_direct | Embedding batch 16/79
2026-02-19 14:20:48 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:20:48 | INFO     | arxiv-rag.embed_direct | Embedding batch 17/79
2026-02-19 14:20:58 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:20:58 | INFO     | arxiv-rag.embed_direct | Embedding batch 18/79
2026-02-19 14:21:00 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:00 | INFO     | arxiv-rag.embed_direct | Embedding batch 19/79
2026-02-19 14:21:02 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:02 | INFO     | arxiv-rag.embed_direct | Embedding batch 20/79
2026-02-19 14:21:08 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:08 | INFO     | arxiv-rag.embed_direct | Progress: 2000/7810 saved to DB
2026-02-19 14:21:08 | INFO     | arxiv-rag.embed_direct | Embedding batch 21/79
2026-02-19 14:21:10 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:10 | INFO     | arxiv-rag.embed_direct | Embedding batch 22/79
2026-02-19 14:21:11 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:11 | INFO     | arxiv-rag.embed_direct | Embedding batch 23/79
2026-02-19 14:21:13 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:13 | INFO     | arxiv-rag.embed_direct | Embedding batch 24/79
2026-02-19 14:21:14 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:14 | INFO     | arxiv-rag.embed_direct | Embedding batch 25/79
2026-02-19 14:21:16 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:16 | INFO     | arxiv-rag.embed_direct | Embedding batch 26/79
2026-02-19 14:21:19 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:19 | INFO     | arxiv-rag.embed_direct | Embedding batch 27/79
2026-02-19 14:21:20 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:20 | INFO     | arxiv-rag.embed_direct | Embedding batch 28/79
2026-02-19 14:21:22 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:22 | INFO     | arxiv-rag.embed_direct | Embedding batch 29/79
2026-02-19 14:21:24 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:24 | INFO     | arxiv-rag.embed_direct | Embedding batch 30/79
2026-02-19 14:21:25 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:25 | INFO     | arxiv-rag.embed_direct | Progress: 3000/7810 saved to DB
2026-02-19 14:21:25 | INFO     | arxiv-rag.embed_direct | Embedding batch 31/79
2026-02-19 14:21:27 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:27 | INFO     | arxiv-rag.embed_direct | Embedding batch 32/79
2026-02-19 14:21:29 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:29 | INFO     | arxiv-rag.embed_direct | Embedding batch 33/79
2026-02-19 14:21:31 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:31 | INFO     | arxiv-rag.embed_direct | Embedding batch 34/79
2026-02-19 14:21:32 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:32 | INFO     | arxiv-rag.embed_direct | Embedding batch 35/79
2026-02-19 14:21:33 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:33 | INFO     | arxiv-rag.embed_direct | Embedding batch 36/79
2026-02-19 14:21:35 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:35 | INFO     | arxiv-rag.embed_direct | Embedding batch 37/79
2026-02-19 14:21:36 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:36 | INFO     | arxiv-rag.embed_direct | Embedding batch 38/79
2026-02-19 14:21:37 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:37 | INFO     | arxiv-rag.embed_direct | Embedding batch 39/79
2026-02-19 14:21:39 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:39 | INFO     | arxiv-rag.embed_direct | Embedding batch 40/79
2026-02-19 14:21:41 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:41 | INFO     | arxiv-rag.embed_direct | Progress: 4000/7810 saved to DB
2026-02-19 14:21:41 | INFO     | arxiv-rag.embed_direct | Embedding batch 41/79
2026-02-19 14:21:42 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:42 | INFO     | arxiv-rag.embed_direct | Embedding batch 42/79
2026-02-19 14:21:44 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:44 | INFO     | arxiv-rag.embed_direct | Embedding batch 43/79
2026-02-19 14:21:46 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:46 | INFO     | arxiv-rag.embed_direct | Embedding batch 44/79
2026-02-19 14:21:47 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:47 | INFO     | arxiv-rag.embed_direct | Embedding batch 45/79
2026-02-19 14:21:49 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:49 | INFO     | arxiv-rag.embed_direct | Embedding batch 46/79
2026-02-19 14:21:50 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:50 | INFO     | arxiv-rag.embed_direct | Embedding batch 47/79
2026-02-19 14:21:51 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:51 | INFO     | arxiv-rag.embed_direct | Embedding batch 48/79
2026-02-19 14:21:52 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:52 | INFO     | arxiv-rag.embed_direct | Embedding batch 49/79
2026-02-19 14:21:53 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:53 | INFO     | arxiv-rag.embed_direct | Embedding batch 50/79
2026-02-19 14:21:54 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:54 | INFO     | arxiv-rag.embed_direct | Progress: 5000/7810 saved to DB
2026-02-19 14:21:54 | INFO     | arxiv-rag.embed_direct | Embedding batch 51/79
2026-02-19 14:21:55 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:55 | INFO     | arxiv-rag.embed_direct | Embedding batch 52/79
2026-02-19 14:21:57 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:57 | INFO     | arxiv-rag.embed_direct | Embedding batch 53/79
2026-02-19 14:21:59 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:21:59 | INFO     | arxiv-rag.embed_direct | Embedding batch 54/79
2026-02-19 14:22:00 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:00 | INFO     | arxiv-rag.embed_direct | Embedding batch 55/79
2026-02-19 14:22:01 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:01 | INFO     | arxiv-rag.embed_direct | Embedding batch 56/79
2026-02-19 14:22:02 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:02 | INFO     | arxiv-rag.embed_direct | Embedding batch 57/79
2026-02-19 14:22:04 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:04 | INFO     | arxiv-rag.embed_direct | Embedding batch 58/79
2026-02-19 14:22:05 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:05 | INFO     | arxiv-rag.embed_direct | Embedding batch 59/79
2026-02-19 14:22:06 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:06 | INFO     | arxiv-rag.embed_direct | Embedding batch 60/79
2026-02-19 14:22:07 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:07 | INFO     | arxiv-rag.embed_direct | Progress: 6000/7810 saved to DB
2026-02-19 14:22:07 | INFO     | arxiv-rag.embed_direct | Embedding batch 61/79
2026-02-19 14:22:08 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:08 | INFO     | arxiv-rag.embed_direct | Embedding batch 62/79
2026-02-19 14:22:10 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:10 | INFO     | arxiv-rag.embed_direct | Embedding batch 63/79
2026-02-19 14:22:11 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:11 | INFO     | arxiv-rag.embed_direct | Embedding batch 64/79
2026-02-19 14:22:12 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:12 | INFO     | arxiv-rag.embed_direct | Embedding batch 65/79
2026-02-19 14:22:13 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:13 | INFO     | arxiv-rag.embed_direct | Embedding batch 66/79
2026-02-19 14:22:14 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:14 | INFO     | arxiv-rag.embed_direct | Embedding batch 67/79
2026-02-19 14:22:16 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:16 | INFO     | arxiv-rag.embed_direct | Embedding batch 68/79
2026-02-19 14:22:17 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:17 | INFO     | arxiv-rag.embed_direct | Embedding batch 69/79
2026-02-19 14:22:18 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:18 | INFO     | arxiv-rag.embed_direct | Embedding batch 70/79
2026-02-19 14:22:19 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:19 | INFO     | arxiv-rag.embed_direct | Progress: 7000/7810 saved to DB
2026-02-19 14:22:19 | INFO     | arxiv-rag.embed_direct | Embedding batch 71/79
2026-02-19 14:22:20 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:20 | INFO     | arxiv-rag.embed_direct | Embedding batch 72/79
2026-02-19 14:22:21 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:21 | INFO     | arxiv-rag.embed_direct | Embedding batch 73/79
2026-02-19 14:22:22 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:22 | INFO     | arxiv-rag.embed_direct | Embedding batch 74/79
2026-02-19 14:22:23 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:23 | INFO     | arxiv-rag.embed_direct | Embedding batch 75/79
2026-02-19 14:22:24 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:24 | INFO     | arxiv-rag.embed_direct | Embedding batch 76/79
2026-02-19 14:22:25 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:25 | INFO     | arxiv-rag.embed_direct | Embedding batch 77/79
2026-02-19 14:22:26 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:26 | INFO     | arxiv-rag.embed_direct | Embedding batch 78/79
2026-02-19 14:22:27 | INFO     | arxiv-rag.embed_direct | Progress: 100/100 (100 success)
2026-02-19 14:22:27 | INFO     | arxiv-rag.embed_direct | Embedding batch 79/79
2026-02-19 14:22:28 | INFO     | arxiv-rag.embed_direct | Progress: 10/10 (10 success)

=== Results ===
Total chunks: 7810
Embedded: 7810
Failed: 0
Time: 136.4s
Speed: 57.3 chunks/s

Stats saved to: results/openai_embed_stats.json
